"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"15210","up",FALSE,0.760767754984784,198,644,16,0.0248447204968944,0.0808080808080808,"WP:WP306","WP","Focal adhesion",8286,195,"WP:000000"
"15211","up",FALSE,0.760767754984784,58,644,5,0.0077639751552795,0.0862068965517241,"WP:WP2032","WP","Thyroid stimulating hormone TSH signaling pathway",8286,66,"WP:000000"
"15212","up",FALSE,0.760767754984784,58,644,5,0.0077639751552795,0.0862068965517241,"WP:WP4205","WP","MET in type 1 papillary renal cell carcinoma",8286,360,"WP:000000"
"15213","up",FALSE,0.760767754984784,20,644,2,0.0031055900621118,0.1,"WP:WP4206","WP","Hereditary leiomyomatosis and renal cell carcinoma pathway",8286,361,"WP:000000"
"15214","up",FALSE,0.760767754984784,32,644,3,0.0046583850931677,0.09375,"WP:WP2876","WP","Pregnane X receptor pathway",8286,176,"WP:000000"
"15215","up",FALSE,0.760767754984784,20,644,2,0.0031055900621118,0.1,"WP:WP4225","WP","Pyrimidine metabolism and related diseases",8286,371,"WP:000000"
"15216","up",FALSE,0.760767754984784,8,644,1,0.0015527950310559,0.125,"WP:WP2456","WP","HIF1A and PPARG regulation of glycolysis",8286,120,"WP:000000"
"15217","up",FALSE,0.760767754984784,20,644,2,0.0031055900621118,0.1,"WP:WP5149","WP","Lipid metabolism in senescent cells",8286,665,"WP:000000"
"15218","up",FALSE,0.760767754984784,8,644,1,0.0015527950310559,0.125,"WP:WP5119","WP","NIPBL role in DNA damage Cornelia de Lange syndrome",8286,653,"WP:000000"
"15219","up",FALSE,0.760767754984784,8,644,1,0.0015527950310559,0.125,"WP:WP3407","WP","FTO obesity variant mechanism",8286,212,"WP:000000"
"15220","up",FALSE,0.760767754984784,8,644,1,0.0015527950310559,0.125,"WP:WP5179","WP","Biosynthesis and turnover of 1 deoxy sphingoid bases",8286,682,"WP:000000"
"15221","up",FALSE,0.760767754984784,32,644,3,0.0046583850931677,0.09375,"WP:WP5202","WP","Alstrom syndrome",8286,698,"WP:000000"
"15222","up",FALSE,0.760767754984784,8,644,1,0.0015527950310559,0.125,"WP:WP5273","WP","Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists",8286,723,"WP:000000"
"15223","up",FALSE,0.760767754984784,33,644,3,0.0046583850931677,0.0909090909090909,"WP:WP5344","WP","Cardiomyocyte signaling pathways converging on Titin",8286,763,"WP:000000"
"15224","up",FALSE,0.760767754984784,33,644,3,0.0046583850931677,0.0909090909090909,"WP:WP5406","WP","13q12 12 copy number variation",8286,797,"WP:000000"
"15225","up",FALSE,0.760767754984784,58,644,5,0.0077639751552795,0.0862068965517241,"WP:WP558","WP","Complement and coagulation cascades",8286,811,"WP:000000"
"15226","up",FALSE,0.760767754984784,32,644,3,0.0046583850931677,0.09375,"WP:WP727","WP","Monoamine transport",8286,841,"WP:000000"
"15227","up",FALSE,0.760767754984784,8,644,1,0.0015527950310559,0.125,"WP:WP4920","WP","Mitochondrial complex II assembly",8286,571,"WP:000000"
"15228","up",FALSE,0.760767754984784,33,644,3,0.0046583850931677,0.0909090909090909,"WP:WP3676","WP","BDNF TrkB signaling",8286,259,"WP:000000"
"15229","up",FALSE,0.760767754984784,32,644,3,0.0046583850931677,0.09375,"WP:WP5365","WP","4p16 3 copy number variation",8286,776,"WP:000000"
"11485","up",FALSE,0.763833505577362,100,1291,8,0.00619674670797831,0.08,"GO:0007605","GO:BP","sensory perception of sound",16178,3098,"GO:0050954"
"13786","up",FALSE,0.763875323323892,134,820,13,0.0158536585365854,0.0970149253731343,"REAC:R-HSA-1632852","REAC","Macroautophagy",10842,1347,"REAC:R-HSA-9612973"
"11486","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0042797","GO:BP","tRNA transcription by RNA polymerase III",16178,10723,"GO:0006383, GO:0009304"
"11487","up",FALSE,0.7648108073093,36,1291,3,0.00232378001549187,0.0833333333333333,"GO:0035282","GO:BP","segmentation",16178,9245,"GO:0003002"
"11488","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0071351","GO:BP","cellular response to interleukin-18",16178,17103,"GO:0070673, GO:0071345"
"11489","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0051549","GO:BP","positive regulation of keratinocyte migration",16178,14235,"GO:0010634, GO:0051546, GO:0051547"
"11490","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0032878","GO:BP","regulation of establishment or maintenance of cell polarity",16178,8154,"GO:0007163, GO:0050794"
"11491","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0032070","GO:BP","regulation of deoxyribonuclease activity",16178,7604,"GO:0032069, GO:0051052"
"11492","up",FALSE,0.7648108073093,36,1291,3,0.00232378001549187,0.0833333333333333,"GO:0006901","GO:BP","vesicle coating",16178,2583,"GO:0006900, GO:0016050"
"11493","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0001541","GO:BP","ovarian follicle development",16178,337,"GO:0003006, GO:0008585, GO:0048856"
"11494","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0034380","GO:BP","high-density lipoprotein particle assembly",16178,8896,"GO:0034377"
"11495","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:2000344","GO:BP","positive regulation of acrosome reaction",16178,26346,"GO:0007340, GO:0060046, GO:2000243"
"11496","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0060397","GO:BP","growth hormone receptor signaling pathway via JAK-STAT",16178,15068,"GO:0060396"
"11497","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0071358","GO:BP","cellular response to type III interferon",16178,17110,"GO:0034342, GO:0071345"
"11498","up",FALSE,0.7648108073093,114,1291,9,0.0069713400464756,0.0789473684210526,"GO:0008217","GO:BP","regulation of blood pressure",16178,3178,"GO:0008015, GO:0065008"
"11499","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0036119","GO:BP","response to platelet-derived growth factor",16178,9779,"GO:0070848"
"11500","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0010875","GO:BP","positive regulation of cholesterol efflux",16178,4518,"GO:0010874, GO:0032376, GO:0033344"
"11501","up",FALSE,0.7648108073093,445,1291,35,0.0271107668474051,0.0786516853932584,"GO:0010638","GO:BP","positive regulation of organelle organization",16178,4334,"GO:0006996, GO:0033043, GO:0051130"
"11502","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0045061","GO:BP","thymic T cell selection",16178,11648,"GO:0033077, GO:0045058"
"11503","up",FALSE,0.7648108073093,36,1291,3,0.00232378001549187,0.0833333333333333,"GO:0050919","GO:BP","negative chemotaxis",16178,13796,"GO:0006935"
"11504","up",FALSE,0.7648108073093,164,1291,13,0.0100697134004648,0.0792682926829268,"GO:0010810","GO:BP","regulation of cell-substrate adhesion",16178,4475,"GO:0030155, GO:0031589"
"11505","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0035457","GO:BP","cellular response to interferon-alpha",16178,9352,"GO:0035455, GO:0071345"
"11506","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0010332","GO:BP","response to gamma radiation",16178,4104,"GO:0010212"
"11507","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:1903318","GO:BP","negative regulation of protein maturation",16178,23491,"GO:0010629, GO:0051248, GO:0051604, GO:1903317"
"11508","up",FALSE,0.7648108073093,191,1291,15,0.0116189000774593,0.0785340314136126,"GO:0007160","GO:BP","cell-matrix adhesion",16178,2755,"GO:0031589"
"11509","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0045779","GO:BP","negative regulation of bone resorption",16178,12009,"GO:0045124, GO:0045453, GO:0046851"
"11510","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0014002","GO:BP","astrocyte development",16178,4633,"GO:0021782, GO:0048708"
"11511","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0036010","GO:BP","protein localization to endosome",16178,9713,"GO:0033365"
"11512","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0051968","GO:BP","positive regulation of synaptic transmission, glutamatergic",16178,14492,"GO:0035249, GO:0050806, GO:0051966"
"11513","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0007084","GO:BP","mitotic nuclear membrane reassembly",16178,2701,"GO:0031468, GO:0101024"
"11514","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0038180","GO:BP","nerve growth factor signaling pathway",16178,10093,"GO:0038179, GO:1990090"
"11515","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0072182","GO:BP","regulation of nephron tubule epithelial cell differentiation",16178,17726,"GO:0072160, GO:2000696"
"11516","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0038196","GO:BP","type III interferon-mediated signaling pathway",16178,10104,"GO:0071358, GO:0140888"
"11517","up",FALSE,0.7648108073093,113,1291,9,0.0069713400464756,0.079646017699115,"GO:0034502","GO:BP","protein localization to chromosome",16178,8966,"GO:0033365"
"11518","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0001516","GO:BP","prostaglandin biosynthetic process",16178,331,"GO:0006693, GO:0046457"
"11519","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0070862","GO:BP","negative regulation of protein exit from endoplasmic reticulum",16178,16842,"GO:0032527, GO:0070861, GO:0090317"
"11520","up",FALSE,0.7648108073093,36,1291,3,0.00232378001549187,0.0833333333333333,"GO:0140632","GO:BP","canonical inflammasome complex assembly",16178,20404,"GO:0065003, GO:0141084"
"11521","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0007343","GO:BP","egg activation",16178,2887,"GO:0001775, GO:0007338, GO:0022414"
"11522","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0010955","GO:BP","negative regulation of protein processing",16178,4590,"GO:0016485, GO:0045861, GO:0070613, GO:1903318"
"11523","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:1904667","GO:BP","negative regulation of ubiquitin protein ligase activity",16178,24637,"GO:0051444, GO:1904666"
"11524","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0009756","GO:BP","carbohydrate mediated signaling",16178,3691,"GO:0007165, GO:0071322"
"11525","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0070673","GO:BP","response to interleukin-18",16178,16750,"GO:0034097"
"11526","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0090331","GO:BP","negative regulation of platelet aggregation",16178,18743,"GO:0010544, GO:0034111, GO:0070527, GO:0090330"
"11527","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0045657","GO:BP","positive regulation of monocyte differentiation",16178,11904,"GO:0002763, GO:0030224, GO:0045655"
"11528","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0072176","GO:BP","nephric duct development",16178,17720,"GO:0035295, GO:0072073"
"11529","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0048169","GO:BP","regulation of long-term neuronal synaptic plasticity",16178,12986,"GO:0048168"
"11530","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0051450","GO:BP","myoblast proliferation",16178,14166,"GO:0008283"
"11531","up",FALSE,0.7648108073093,126,1291,10,0.00774593338497289,0.0793650793650794,"GO:0048167","GO:BP","regulation of synaptic plasticity",16178,12984,"GO:0050804, GO:0065008"
"11532","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0038095","GO:BP","Fc-epsilon receptor signaling pathway",16178,10034,"GO:0038093"
"11533","up",FALSE,0.7648108073093,49,1291,4,0.00309837335398916,0.0816326530612245,"GO:0070613","GO:BP","regulation of protein processing",16178,16708,"GO:0016485, GO:0030162, GO:1903317"
"11534","up",FALSE,0.7648108073093,49,1291,4,0.00309837335398916,0.0816326530612245,"GO:0140238","GO:BP","presynaptic endocytosis",16178,20274,"GO:0006897, GO:0051649, GO:0099003"
"11535","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0070587","GO:BP","regulation of cell-cell adhesion involved in gastrulation",16178,16688,"GO:0022407, GO:0070586"
"11536","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0070586","GO:BP","cell-cell adhesion involved in gastrulation",16178,16687,"GO:0007369, GO:0098742"
"11537","up",FALSE,0.7648108073093,75,1291,6,0.00464756003098373,0.08,"GO:0014074","GO:BP","response to purine-containing compound",16178,4697,"GO:0010243, GO:0014070"
"11538","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0007271","GO:BP","synaptic transmission, cholinergic",16178,2832,"GO:0007268"
"11539","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:2000425","GO:BP","regulation of apoptotic cell clearance",16178,26424,"GO:0043277, GO:0050764"
"11540","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0070561","GO:BP","vitamin D receptor signaling pathway",16178,16673,"GO:0030522, GO:0071305"
"11541","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0042059","GO:BP","negative regulation of epidermal growth factor receptor signaling pathway",16178,10289,"GO:0007173, GO:0042058, GO:1901185"
"11542","up",FALSE,0.7648108073093,36,1291,3,0.00232378001549187,0.0833333333333333,"GO:0046473","GO:BP","phosphatidic acid metabolic process",16178,12585,"GO:0006650"
"11543","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0097250","GO:BP","mitochondrial respirasome assembly",16178,19094,"GO:0007005, GO:0065003"
"11544","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0072077","GO:BP","renal vesicle morphogenesis",16178,17624,"GO:0002009, GO:0072087, GO:0072088"
"11545","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0032288","GO:BP","myelin assembly",16178,7735,"GO:0010927, GO:0042552"
"11546","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:2000048","GO:BP","negative regulation of cell-cell adhesion mediated by cadherin",16178,26075,"GO:0022408, GO:0044331, GO:2000047"
"11547","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0006591","GO:BP","ornithine metabolic process",16178,2336,"GO:0170041, GO:1901605"
"11548","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0033629","GO:BP","negative regulation of cell adhesion mediated by integrin",16178,8611,"GO:0007162, GO:0033627, GO:0033628"
"11549","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0071635","GO:BP","negative regulation of transforming growth factor beta production",16178,17314,"GO:0001818, GO:0071604, GO:0071634"
"11550","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0061298","GO:BP","retina vasculature development in camera-type eye",16178,15867,"GO:0001944, GO:0060041"
"11551","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0035745","GO:BP","T-helper 2 cell cytokine production",16178,9532,"GO:0035743, GO:0042092"
"11552","up",FALSE,0.7648108073093,62,1291,5,0.00387296669248644,0.0806451612903226,"GO:1904356","GO:BP","regulation of telomere maintenance via telomere lengthening",16178,24369,"GO:0010833, GO:0032204"
"11553","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0055081","GO:BP","monoatomic anion homeostasis",16178,14699,"GO:0050801"
"11554","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0098743","GO:BP","cell aggregation",16178,19411,"GO:0009987"
"11555","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0033572","GO:BP","transferrin transport",16178,8576,"GO:0006826, GO:0015031"
"11556","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0006308","GO:BP","DNA catabolic process",16178,2136,"GO:0006259, GO:0009057, GO:0034655"
"11557","up",FALSE,0.7648108073093,62,1291,5,0.00387296669248644,0.0806451612903226,"GO:0086003","GO:BP","cardiac muscle cell contraction",16178,18403,"GO:0060048, GO:0070252"
"11558","up",FALSE,0.7648108073093,49,1291,4,0.00309837335398916,0.0816326530612245,"GO:1904894","GO:BP","positive regulation of receptor signaling pathway via STAT",16178,24832,"GO:0009967, GO:0097696, GO:1904892"
"11559","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0033632","GO:BP","regulation of cell-cell adhesion mediated by integrin",16178,8614,"GO:0022407, GO:0033628, GO:0033631"
"11560","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0072584","GO:BP","caveolin-mediated endocytosis",16178,17973,"GO:0006897"
"11561","up",FALSE,0.7648108073093,88,1291,7,0.00542215336948102,0.0795454545454545,"GO:0002761","GO:BP","regulation of myeloid leukocyte differentiation",16178,1279,"GO:0002573, GO:0045637, GO:1902105"
"11562","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0002924","GO:BP","negative regulation of humoral immune response mediated by circulating immunoglobulin",16178,1441,"GO:0002455, GO:0002890, GO:0002921, GO:0002923"
"11563","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0046504","GO:BP","glycerol ether biosynthetic process",16178,12613,"GO:0006662, GO:0044249, GO:1901503"
"11564","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0006475","GO:BP","internal protein amino acid acetylation",16178,2236,"GO:0006473"
"11565","up",FALSE,0.7648108073093,36,1291,3,0.00232378001549187,0.0833333333333333,"GO:0045023","GO:BP","G0 to G1 transition",16178,11624,"GO:0022402"
"11566","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0072710","GO:BP","response to hydroxyurea",16178,18039,"GO:0010033, GO:1901698"
"11567","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0035655","GO:BP","interleukin-18-mediated signaling pathway",16178,9462,"GO:0019221, GO:0071351"
"11568","up",FALSE,0.7648108073093,114,1291,9,0.0069713400464756,0.0789473684210526,"GO:0033157","GO:BP","regulation of intracellular protein transport",16178,8347,"GO:0006886, GO:0032386, GO:0051223"
"11569","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0033147","GO:BP","negative regulation of intracellular estrogen receptor signaling pathway",16178,8341,"GO:0030520, GO:0033144, GO:0033146"
"11570","up",FALSE,0.7648108073093,62,1291,5,0.00387296669248644,0.0806451612903226,"GO:0051057","GO:BP","positive regulation of small GTPase mediated signal transduction",16178,13906,"GO:0007264, GO:0051056, GO:1902533"
"11571","up",FALSE,0.7648108073093,49,1291,4,0.00309837335398916,0.0816326530612245,"GO:0048488","GO:BP","synaptic vesicle endocytosis",16178,13206,"GO:0036465, GO:0140238"
"11572","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0008611","GO:BP","ether lipid biosynthetic process",16178,3243,"GO:0046485, GO:0046504, GO:0097384"
"11573","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0000338","GO:BP","protein deneddylation",16178,97,"GO:0070646"
"11574","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0055064","GO:BP","chloride ion homeostasis",16178,14692,"GO:0055081, GO:0098771"
"11575","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0046457","GO:BP","prostanoid biosynthetic process",16178,12570,"GO:0006636, GO:0006692, GO:0046456"
"11576","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0030252","GO:BP","growth hormone secretion",16178,6980,"GO:0030072"
"11577","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0001780","GO:BP","neutrophil homeostasis",16178,450,"GO:0001776, GO:0002262"
"11578","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0032817","GO:BP","regulation of natural killer cell proliferation",16178,8120,"GO:0001787, GO:0032814, GO:0050670"
"11579","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0098877","GO:BP","neurotransmitter receptor transport to plasma membrane",16178,19475,"GO:0090150, GO:0098876, GO:0099637, GO:1990778"
"11580","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0090103","GO:BP","cochlea morphogenesis",16178,18547,"GO:0042472, GO:0048598, GO:0090102"
"11581","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0008300","GO:BP","isoprenoid catabolic process",16178,3195,"GO:0006720, GO:0044242"
"11582","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0046835","GO:BP","carbohydrate phosphorylation",16178,12801,"GO:0005975, GO:0016310"
"11583","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0021801","GO:BP","cerebral cortex radial glia-guided migration",16178,6609,"GO:0021799, GO:0022030"
"11584","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0060117","GO:BP","auditory receptor cell development",16178,14828,"GO:0042491, GO:0060119"
"11585","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:1900371","GO:BP","regulation of purine nucleotide biosynthetic process",16178,21123,"GO:0006164, GO:0030808, GO:1900542"
"11586","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0034115","GO:BP","negative regulation of heterotypic cell-cell adhesion",16178,8706,"GO:0022408, GO:0034113, GO:0034114, GO:0070587"
"11587","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:2001214","GO:BP","positive regulation of vasculogenesis",16178,27097,"GO:0001570, GO:0045597, GO:2001212"
"11588","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0034114","GO:BP","regulation of heterotypic cell-cell adhesion",16178,8705,"GO:0022407, GO:0034113"
"11589","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0034105","GO:BP","positive regulation of tissue remodeling",16178,8696,"GO:0034103, GO:0048771, GO:0051240"
"11590","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0047484","GO:BP","regulation of response to osmotic stress",16178,12880,"GO:0006970, GO:0080134"
"11591","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0101024","GO:BP","mitotic nuclear membrane organization",16178,19749,"GO:0071763, GO:0140014, GO:1903047"
"11592","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0071947","GO:BP","protein deubiquitination involved in ubiquitin-dependent protein catabolic process",16178,17511,"GO:0006511, GO:0016579"
"11593","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0016322","GO:BP","neuron remodeling",16178,5267,"GO:0042551"
"11594","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:1902306","GO:BP","negative regulation of sodium ion transmembrane transport",16178,22736,"GO:0010766, GO:0035725, GO:1902305, GO:1904063"
"11595","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0022030","GO:BP","telencephalon glial cell migration",16178,6819,"GO:0008347, GO:0022029"
"11596","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0030656","GO:BP","regulation of vitamin metabolic process",16178,7119,"GO:0006766, GO:0062012"
"11597","up",FALSE,0.7648108073093,23,1291,2,0.00154918667699458,0.0869565217391304,"GO:0030808","GO:BP","regulation of nucleotide biosynthetic process",16178,7148,"GO:0006140, GO:0009165, GO:0031326"
"11598","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0007205","GO:BP","protein kinase C-activating G protein-coupled receptor signaling pathway",16178,2792,"GO:0007186"
"11599","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0009143","GO:BP","nucleoside triphosphate catabolic process",16178,3347,"GO:0009141, GO:1901292"
"11600","up",FALSE,0.7648108073093,113,1291,9,0.0069713400464756,0.079646017699115,"GO:0008064","GO:BP","regulation of actin polymerization or depolymerization",16178,3147,"GO:0008154, GO:0030832, GO:0110053"
"11601","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0010664","GO:BP","negative regulation of striated muscle cell apoptotic process",16178,4359,"GO:0010656, GO:0010658, GO:0010662"
"11602","up",FALSE,0.7648108073093,304,1291,24,0.0185902401239349,0.0789473684210526,"GO:0003012","GO:BP","muscle system process",16178,1470,"GO:0003008"
"11603","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0035791","GO:BP","platelet-derived growth factor receptor-beta signaling pathway",16178,9570,"GO:0048008"
"11604","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:2000551","GO:BP","regulation of T-helper 2 cell cytokine production",16178,26536,"GO:0002724, GO:0002828, GO:0035745"
"11605","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0097384","GO:BP","cellular lipid biosynthetic process",16178,19176,"GO:0008610, GO:0044255"
"11606","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0051775","GO:BP","response to redox state",16178,14383,"GO:0050896"
"11607","up",FALSE,0.7648108073093,10,1291,1,0.000774593338497289,0.1,"GO:0046642","GO:BP","negative regulation of alpha-beta T cell proliferation",16178,12685,"GO:0042130, GO:0046633, GO:0046636, GO:0046640"
"11608","up",FALSE,0.765094921483293,127,1291,10,0.00774593338497289,0.078740157480315,"GO:0051494","GO:BP","negative regulation of cytoskeleton organization",16178,14204,"GO:0007010, GO:0010639, GO:0051493"
"15230","up",FALSE,0.766399232666267,46,644,4,0.0062111801242236,0.0869565217391304,"WP:WP4534","WP","Mechanoregulation and pathology of YAP TAZ via Hippo and non Hippo mechanisms",8286,447,"WP:000000"
"15231","up",FALSE,0.766399232666267,46,644,4,0.0062111801242236,0.0869565217391304,"WP:WP4566","WP","Translation inhibitors in chronically activated PDGFRA cells",8286,467,"WP:000000"
"11609","up",FALSE,0.773889292574051,345,1291,27,0.0209140201394268,0.0782608695652174,"GO:0007018","GO:BP","microtubule-based movement",16178,2657,"GO:0007017"
"11610","up",FALSE,0.77418224529554,63,1291,5,0.00387296669248644,0.0793650793650794,"GO:0042509","GO:BP","regulation of tyrosine phosphorylation of STAT protein",16178,10574,"GO:0007260, GO:0050730"
"11611","up",FALSE,0.774925566626678,192,1291,15,0.0116189000774593,0.078125,"GO:0046474","GO:BP","glycerophospholipid biosynthetic process",16178,12586,"GO:0006650, GO:0008654, GO:0045017"
"11612","up",FALSE,0.774925566626678,102,1291,8,0.00619674670797831,0.0784313725490196,"GO:0072676","GO:BP","lymphocyte migration",16178,18012,"GO:0071674"
"11613","up",FALSE,0.774925566626678,50,1291,4,0.00309837335398916,0.08,"GO:0006968","GO:BP","cellular defense response",16178,2627,"GO:0006952"
"11614","up",FALSE,0.774925566626678,307,1291,24,0.0185902401239349,0.0781758957654723,"GO:0010035","GO:BP","response to inorganic substance",16178,3885,"GO:0042221"
