"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"2088","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:0042744","GO:BP","hydrogen peroxide catabolic process",16178,10686,"GO:0042743, GO:0044248"
"2089","down",FALSE,0.459267207706503,114,554,6,0.0108303249097473,0.0526315789473684,"GO:0033157","GO:BP","regulation of intracellular protein transport",16178,8347,"GO:0006886, GO:0032386, GO:0051223"
"2090","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:0061842","GO:BP","microtubule organizing center localization",16178,16175,"GO:0009987, GO:0051179"
"2091","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:0008209","GO:BP","androgen metabolic process",16178,3170,"GO:0008202, GO:0042445"
"2092","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:0035914","GO:BP","skeletal muscle cell differentiation",16178,9659,"GO:0007519, GO:0030154"
"2093","down",FALSE,0.459267207706503,67,554,4,0.0072202166064982,0.0597014925373134,"GO:0097006","GO:BP","regulation of plasma lipoprotein particle levels",16178,18975,"GO:0050789"
"2094","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:2001032","GO:BP","regulation of double-strand break repair via nonhomologous end joining",16178,26963,"GO:0006303, GO:2000779"
"2095","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:0032740","GO:BP","positive regulation of interleukin-17 production",16178,8060,"GO:0001819, GO:0032620, GO:0032660"
"2096","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:0006921","GO:BP","cellular component disassembly involved in execution phase of apoptosis",16178,2595,"GO:0022411, GO:0097194"
"2097","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:0043525","GO:BP","positive regulation of neuron apoptotic process",16178,11110,"GO:0043065, GO:0043523, GO:0051402"
"2098","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:2000378","GO:BP","negative regulation of reactive oxygen species metabolic process",16178,26377,"GO:0031324, GO:0072593, GO:2000377"
"2099","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:0090317","GO:BP","negative regulation of intracellular protein transport",16178,18729,"GO:0006886, GO:0032387, GO:0033157, GO:0051224"
"2100","down",FALSE,0.459267207706503,24,554,2,0.0036101083032491,0.0833333333333333,"GO:2000515","GO:BP","negative regulation of CD4-positive, alpha-beta T cell activation",16178,26502,"GO:0035710, GO:0046636, GO:2000514"
"2101","down",FALSE,0.459267207706503,163,554,8,0.0144404332129964,0.049079754601227,"GO:0043270","GO:BP","positive regulation of monoatomic ion transport",16178,10947,"GO:0006811, GO:0043269, GO:0051050"
"2102","down",FALSE,0.459553939369155,239,554,11,0.01985559566787,0.0460251046025105,"GO:0034504","GO:BP","protein localization to nucleus",16178,8968,"GO:0033365"
"5575","down",FALSE,0.461484178645894,24,451,2,0.00443458980044346,0.0833333333333333,"REAC:R-HSA-166208","REAC","mTORC1-mediated signalling",10842,2633,"REAC:R-HSA-165159"
"5576","down",FALSE,0.461484178645894,24,451,2,0.00443458980044346,0.0833333333333333,"REAC:R-HSA-9615933","REAC","Postmitotic nuclear pore complex (NPC) reformation",10842,1728,"REAC:R-HSA-2995410"
"2103","down",FALSE,0.461629660076835,45,554,3,0.00541516245487365,0.0666666666666667,"GO:0001889","GO:BP","liver development",16178,520,"GO:0048732, GO:0061008"
"2104","down",FALSE,0.461629660076835,45,554,3,0.00541516245487365,0.0666666666666667,"GO:0051496","GO:BP","positive regulation of stress fiber assembly",16178,14206,"GO:0032233, GO:0043149, GO:0051492"
"2105","down",FALSE,0.461629660076835,45,554,3,0.00541516245487365,0.0666666666666667,"GO:0170038","GO:BP","proteinogenic amino acid biosynthetic process",16178,20788,"GO:0046394, GO:0170039, GO:1901566"
"5577","down",FALSE,0.463295920130698,43,451,3,0.00665188470066519,0.0697674418604651,"REAC:R-HSA-4570464","REAC","SUMOylation of RNA binding proteins",10842,2103,"REAC:R-HSA-3108232"
"5578","down",FALSE,0.464506268556514,63,451,4,0.00886917960088692,0.0634920634920635,"REAC:R-HSA-446219","REAC","Synthesis of substrates in N-glycan biosythesis",10842,2340,"REAC:R-HSA-446193"
"6212","down",FALSE,0.465041131889395,73,366,6,0.0163934426229508,0.0821917808219178,"WP:WP4216","WP","Chromosomal and microsatellite instability in colorectal cancer ",8286,364,"WP:000000"
"2106","down",FALSE,0.46531040143406,164,554,8,0.0144404332129964,0.0487804878048781,"GO:0030258","GO:BP","lipid modification",16178,6984,"GO:0044255"
"2107","down",FALSE,0.46531040143406,164,554,8,0.0144404332129964,0.0487804878048781,"GO:0006352","GO:BP","DNA-templated transcription initiation",16178,2152,"GO:0006351, GO:0032774"
"5580","down",FALSE,0.467286536920885,147,451,8,0.0177383592017738,0.054421768707483,"REAC:R-HSA-9018519","REAC","Estrogen-dependent gene expression",10842,836,"REAC:R-HSA-8939211"
"2108","down",FALSE,0.470917544004892,68,554,4,0.0072202166064982,0.0588235294117647,"GO:0010822","GO:BP","positive regulation of mitochondrion organization",16178,4487,"GO:0007005, GO:0010638, GO:0010821"
"2109","down",FALSE,0.470917544004892,68,554,4,0.0072202166064982,0.0588235294117647,"GO:0021543","GO:BP","pallium development",16178,6356,"GO:0021537, GO:0048856"
"2110","down",FALSE,0.470917544004892,68,554,4,0.0072202166064982,0.0588235294117647,"GO:0060191","GO:BP","regulation of lipase activity",16178,14889,"GO:0051336"
"6213","down",FALSE,0.472121562610867,26,366,3,0.00819672131147541,0.115384615384615,"WP:WP5183","WP","SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction",8286,686,"WP:000000"
"2111","down",FALSE,0.472574445060425,140,554,7,0.0126353790613718,0.05,"GO:0042098","GO:BP","T cell proliferation",16178,10310,"GO:0042110, GO:0046651"
"2113","down",FALSE,0.473892935127614,241,554,11,0.01985559566787,0.045643153526971,"GO:0052547","GO:BP","regulation of peptidase activity",16178,14597,"GO:0030162, GO:0051336"
"2114","down",FALSE,0.475110943848863,345,554,15,0.0270758122743682,0.0434782608695652,"GO:0071407","GO:BP","cellular response to organic cyclic compound",16178,17159,"GO:0014070, GO:0071310"
"6214","down",FALSE,0.477542719237214,13,366,2,0.00546448087431694,0.153846153846154,"WP:WP186","WP","Homologous recombination",8286,50,"WP:000000"
"6215","down",FALSE,0.477542719237214,13,366,2,0.00546448087431694,0.153846153846154,"WP:WP2436","WP","Dopamine metabolism",8286,115,"WP:000000"
"6216","down",FALSE,0.477542719237214,13,366,2,0.00546448087431694,0.153846153846154,"WP:WP4792","WP","Purine metabolism",8286,525,"WP:000000"
"6217","down",FALSE,0.477542719237214,13,366,2,0.00546448087431694,0.153846153846154,"WP:WP4947","WP","Nitric oxide metabolism in cystic fibrosis",8286,585,"WP:000000"
"2115","down",FALSE,0.479019005230233,321,554,14,0.0252707581227437,0.043613707165109,"GO:0010506","GO:BP","regulation of autophagy",16178,4228,"GO:0006914, GO:0031329"
"2116","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:0010458","GO:BP","exit from mitosis",16178,4200,"GO:0044772, GO:0140014"
"2117","down",FALSE,0.479019005230233,93,554,5,0.00902527075812274,0.0537634408602151,"GO:0051928","GO:BP","positive regulation of calcium ion transport",16178,14454,"GO:0006816, GO:0043270, GO:0051924"
"2118","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0006776","GO:BP","vitamin A metabolic process",16178,2490,"GO:0001523, GO:0006775"
"2119","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0060353","GO:BP","regulation of cell adhesion molecule production",16178,15030,"GO:0050794, GO:0060352"
"2120","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0030091","GO:BP","protein repair",16178,6911,"GO:0019538"
"2121","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0034087","GO:BP","establishment of mitotic sister chromatid cohesion",16178,8681,"GO:0007064, GO:0034085, GO:1903047"
"2122","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0071476","GO:BP","cellular hypotonic response",16178,17210,"GO:0006971, GO:0071470"
"2123","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0033860","GO:BP","regulation of NAD(P)H oxidase activity",16178,8643,"GO:0051341"
"2124","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0071394","GO:BP","cellular response to testosterone stimulus",16178,17146,"GO:0033574, GO:0071396, GO:0071407, GO:1901655"
"2125","down",FALSE,0.479019005230233,46,554,3,0.00541516245487365,0.0652173913043478,"GO:0086009","GO:BP","membrane repolarization",16178,18406,"GO:0042391"
"2126","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:2001280","GO:BP","positive regulation of unsaturated fatty acid biosynthetic process",16178,27149,"GO:0006636, GO:0045723, GO:2001279"
"2127","down",FALSE,0.479019005230233,166,554,8,0.0144404332129964,0.0481927710843374,"GO:0071356","GO:BP","cellular response to tumor necrosis factor",16178,17108,"GO:0034612, GO:0071345"
"2128","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0042780","GO:BP","tRNA 3'-end processing",16178,10713,"GO:0008033, GO:0031123"
"2129","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:1990166","GO:BP","protein localization to site of double-strand break",16178,25763,"GO:0034502"
"2130","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0006689","GO:BP","ganglioside catabolic process",16178,2424,"GO:0001573, GO:0046479, GO:0046514"
"2131","down",FALSE,0.479019005230233,191,554,9,0.0162454873646209,0.0471204188481675,"GO:0007160","GO:BP","cell-matrix adhesion",16178,2755,"GO:0031589"
"2132","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0034141","GO:BP","positive regulation of toll-like receptor 3 signaling pathway",16178,8732,"GO:0034138, GO:0034139, GO:0062208"
"2133","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0002291","GO:BP","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",16178,830,"GO:0002286"
"2134","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0051665","GO:BP","membrane raft localization",16178,14332,"GO:0051668"
"2135","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:1904994","GO:BP","regulation of leukocyte adhesion to vascular endothelial cell",16178,24914,"GO:0061756, GO:1903037"
"2136","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0031392","GO:BP","regulation of prostaglandin biosynthetic process",16178,7408,"GO:0001516, GO:2001279"
"2137","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:0001573","GO:BP","ganglioside metabolic process",16178,362,"GO:0006672, GO:0006687"
"2138","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:1901463","GO:BP","regulation of tetrapyrrole biosynthetic process",16178,22021,"GO:0031326, GO:0033014, GO:1901401"
"2139","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0016139","GO:BP","glycoside catabolic process",16178,5218,"GO:0016137, GO:1901658"
"2140","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0071971","GO:BP","extracellular exosome assembly",16178,17527,"GO:0016050, GO:0070925, GO:0097734"
"2141","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0034625","GO:BP","fatty acid elongation, monounsaturated fatty acid",16178,8992,"GO:0019368"
"2142","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0043102","GO:BP","amino acid salvage",16178,10881,"GO:0008652, GO:0043094"
"2143","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0034626","GO:BP","fatty acid elongation, polyunsaturated fatty acid",16178,8993,"GO:0019368"
"2144","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:1901020","GO:BP","negative regulation of calcium ion transmembrane transporter activity",16178,21648,"GO:0032413, GO:1901019, GO:1903170"
"2145","down",FALSE,0.479019005230233,69,554,4,0.0072202166064982,0.0579710144927536,"GO:1904427","GO:BP","positive regulation of calcium ion transmembrane transport",16178,24436,"GO:0051928, GO:0070588, GO:1903169, GO:1904064"
"2146","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0010757","GO:BP","negative regulation of plasminogen activation",16178,4428,"GO:0010755, GO:0010955, GO:0031639"
"2147","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:0072525","GO:BP","pyridine-containing compound biosynthetic process",16178,17944,"GO:0018130, GO:0044271, GO:0072524, GO:1901362, GO:1901566"
"2148","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:1905288","GO:BP","vascular associated smooth muscle cell apoptotic process",16178,25151,"GO:0034390"
"2149","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0008063","GO:BP","Toll signaling pathway",16178,3146,"GO:0007166"
"2150","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0031915","GO:BP","positive regulation of synaptic plasticity",16178,7542,"GO:0048167"
"2151","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:1905832","GO:BP","positive regulation of spindle assembly",16178,25603,"GO:0051225, GO:0051495, GO:0090068, GO:0090169, GO:1902117"
"2152","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0051620","GO:BP","norepinephrine uptake",16178,14291,"GO:0015874, GO:0090493"
"2153","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0044208","GO:BP","'de novo' AMP biosynthetic process",16178,11295,"GO:0006167"
"2154","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0002829","GO:BP","negative regulation of type 2 immune response",16178,1346,"GO:0002828, GO:0042092, GO:0050777"
"2155","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0045625","GO:BP","regulation of T-helper 1 cell differentiation",16178,11872,"GO:0002825, GO:0045063, GO:0045622"
"2156","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0032074","GO:BP","negative regulation of nuclease activity",16178,7608,"GO:0032069, GO:0045934, GO:0051346"
"2157","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0071838","GO:BP","cell proliferation in bone marrow",16178,17444,"GO:0008283"
"2158","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0071267","GO:BP","L-methionine salvage",16178,17023,"GO:0043102, GO:0071265"
"2159","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0010917","GO:BP","negative regulation of mitochondrial membrane potential",16178,4560,"GO:0045837, GO:0051881"
"2160","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0030952","GO:BP","establishment or maintenance of cytoskeleton polarity",16178,7213,"GO:0007010, GO:0007163"
"2161","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0006012","GO:BP","galactose metabolic process",16178,1898,"GO:0019318"
"2162","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0010985","GO:BP","negative regulation of lipoprotein particle clearance",16178,4618,"GO:0010984, GO:0034381, GO:0051241"
"2163","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:2000553","GO:BP","positive regulation of T-helper 2 cell cytokine production",16178,26538,"GO:0002726, GO:0002830, GO:0035745, GO:2000551"
"2164","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:2000535","GO:BP","regulation of entry of bacterium into host cell",16178,26520,"GO:0035635, GO:0052372"
"2165","down",FALSE,0.479019005230233,69,554,4,0.0072202166064982,0.0579710144927536,"GO:0045995","GO:BP","regulation of embryonic development",16178,12185,"GO:0009790, GO:2000026"
"2166","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0070453","GO:BP","regulation of heme biosynthetic process",16178,16621,"GO:0006783, GO:1901463"
"2167","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0019321","GO:BP","pentose metabolic process",16178,5875,"GO:0005996"
"2168","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0062033","GO:BP","positive regulation of mitotic sister chromatid segregation",16178,16288,"GO:0000070, GO:0033047, GO:0051984, GO:2001252"
"2169","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0070365","GO:BP","hepatocyte differentiation",16178,16572,"GO:0001889, GO:0030855"
"2170","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:0006353","GO:BP","DNA-templated transcription termination",16178,2153,"GO:0006351, GO:0032774"
"2171","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0006152","GO:BP","purine nucleoside catabolic process",16178,2014,"GO:0009164, GO:0042278, GO:0072523"
"2172","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0032471","GO:BP","negative regulation of endoplasmic reticulum calcium ion concentration",16178,7858,"GO:0032469"
"2173","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0040031","GO:BP","snRNA modification",16178,10258,"GO:0009451, GO:0016073"
"2174","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0070344","GO:BP","regulation of fat cell proliferation",16178,16561,"GO:0042127, GO:0070341"
"2175","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0006177","GO:BP","GMP biosynthetic process",16178,2030,"GO:0009152, GO:0009168, GO:0046037"
"2176","down",FALSE,0.479019005230233,191,554,9,0.0162454873646209,0.0471204188481675,"GO:0009410","GO:BP","response to xenobiotic stimulus",16178,3512,"GO:0042221"
"2177","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0044806","GO:BP","G-quadruplex DNA unwinding",16178,11554,"GO:0032392"
"2178","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0046984","GO:BP","regulation of hemoglobin biosynthetic process",16178,12877,"GO:0010556, GO:0042541, GO:0051246"
"2179","down",FALSE,0.479019005230233,192,554,9,0.0162454873646209,0.046875,"GO:0051348","GO:BP","negative regulation of transferase activity",16178,14123,"GO:0043086, GO:0051338"
"2180","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:1990034","GO:BP","calcium ion export across plasma membrane",16178,25719,"GO:0070588, GO:0140115"
"2181","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0043456","GO:BP","regulation of pentose-phosphate shunt",16178,11062,"GO:0006098, GO:0034248, GO:0043467, GO:0043470, GO:1902031"
"2182","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:2000322","GO:BP","regulation of glucocorticoid receptor signaling pathway",16178,26327,"GO:0033143, GO:0042921"
"2183","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:2000343","GO:BP","positive regulation of chemokine (C-X-C motif) ligand 2 production",16178,26345,"GO:0032722, GO:0072567, GO:2000341"
"2184","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0007077","GO:BP","mitotic nuclear membrane disassembly",16178,2697,"GO:0051081, GO:1903047"
"2185","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:0002861","GO:BP","regulation of inflammatory response to antigenic stimulus",16178,1378,"GO:0002437, GO:0050727, GO:0050776"
"2186","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0009129","GO:BP","pyrimidine nucleoside monophosphate metabolic process",16178,3333,"GO:0009123"
"2187","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0019368","GO:BP","fatty acid elongation, unsaturated fatty acid",16178,5920,"GO:0030497"
"2188","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0071265","GO:BP","L-methionine biosynthetic process",16178,17021,"GO:0009086"
"2189","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0060468","GO:BP","prevention of polyspermy",16178,15134,"GO:0007343, GO:0022414, GO:0060467"
"2190","down",FALSE,0.479019005230233,294,554,13,0.0234657039711191,0.0442176870748299,"GO:1901652","GO:BP","response to peptide",16178,22152,"GO:0010243, GO:1901700"
"2191","down",FALSE,0.479019005230233,46,554,3,0.00541516245487365,0.0652173913043478,"GO:0015909","GO:BP","long-chain fatty acid transport",16178,5065,"GO:0015908"
"2192","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:0060402","GO:BP","calcium ion transport into cytosol",16178,15072,"GO:0007204, GO:0097553"
"2193","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0045628","GO:BP","regulation of T-helper 2 cell differentiation",16178,11875,"GO:0002828, GO:0045064, GO:0045622"
"2194","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:1903909","GO:BP","regulation of receptor clustering",16178,23981,"GO:0043113, GO:1905475"
"2195","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0030167","GO:BP","proteoglycan catabolic process",16178,6931,"GO:0006029, GO:0006516"
"2196","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0060467","GO:BP","negative regulation of fertilization",16178,15133,"GO:0009566, GO:0080154, GO:2000242"
"2197","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0060372","GO:BP","regulation of atrial cardiac muscle cell membrane repolarization",16178,15048,"GO:0099623, GO:0099624"
"2198","down",FALSE,0.479019005230233,142,554,7,0.0126353790613718,0.0492957746478873,"GO:0071222","GO:BP","cellular response to lipopolysaccharide",16178,16982,"GO:0032496, GO:0071219, GO:0071396, GO:1901701"
"2199","down",FALSE,0.479019005230233,25,554,2,0.0036101083032491,0.08,"GO:0002931","GO:BP","response to ischemia",16178,1446,"GO:0006950"
"2200","down",FALSE,0.479019005230233,425,554,18,0.0324909747292419,0.0423529411764706,"GO:0045859","GO:BP","regulation of protein kinase activity",16178,12069,"GO:0001932, GO:0043549"
"2201","down",FALSE,0.479019005230233,46,554,3,0.00541516245487365,0.0652173913043478,"GO:0061008","GO:BP","hepaticobiliary system development",16178,15611,"GO:0048731"
"2202","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0042416","GO:BP","dopamine biosynthetic process",16178,10503,"GO:0042417, GO:0042423"
"2203","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:1905459","GO:BP","regulation of vascular associated smooth muscle cell apoptotic process",16178,25300,"GO:0034391, GO:1905288"
"2204","down",FALSE,0.479019005230233,7,554,1,0.00180505415162455,0.142857142857143,"GO:0060700","GO:BP","regulation of ribonuclease activity",16178,15347,"GO:0032069, GO:0051252"
"5581","down",FALSE,0.479131214115278,44,451,3,0.00665188470066519,0.0681818181818182,"REAC:R-HSA-445989","REAC","TAK1-dependent IKK and NF-kappa-B activation  ",10842,2346,"REAC:R-HSA-166058, REAC:R-HSA-168164, REAC:R-HSA-9020702, REAC:R-HSA-937061, REAC:R-HSA-975138, REAC:R-HSA-975871"
"5582","down",FALSE,0.479131214115278,44,451,3,0.00665188470066519,0.0681818181818182,"REAC:R-HSA-5633008","REAC","TP53 Regulates Transcription of Cell Death Genes",10842,2379,"REAC:R-HSA-3700989"
"5583","down",FALSE,0.479131214115278,64,451,4,0.00886917960088692,0.0625,"REAC:R-HSA-6802952","REAC","Signaling by BRAF and RAF1 fusions",10842,2157,"REAC:R-HSA-6802957"
"2205","down",FALSE,0.479352561165414,47,554,3,0.00541516245487365,0.0638297872340425,"GO:0035601","GO:BP","protein deacylation",16178,9430,"GO:0036211, GO:0098732"
"2206","down",FALSE,0.479352561165414,47,554,3,0.00541516245487365,0.0638297872340425,"GO:0043470","GO:BP","regulation of carbohydrate catabolic process",16178,11073,"GO:0006109, GO:0009894, GO:0016052"
"2207","down",FALSE,0.479352561165414,47,554,3,0.00541516245487365,0.0638297872340425,"GO:0044818","GO:BP","mitotic G2/M transition checkpoint",16178,11562,"GO:0007093, GO:0010972"
"2208","down",FALSE,0.479352561165414,47,554,3,0.00541516245487365,0.0638297872340425,"GO:0098732","GO:BP","macromolecule deacylation",16178,19404,"GO:0043412"
"2209","down",FALSE,0.479352561165414,47,554,3,0.00541516245487365,0.0638297872340425,"GO:0016445","GO:BP","somatic diversification of immunoglobulins",16178,5287,"GO:0002200, GO:0002377"
"5584","down",FALSE,0.479823801958275,127,451,7,0.0155210643015521,0.0551181102362205,"REAC:R-HSA-1500931","REAC","Cell-Cell communication",10842,321,"REAC:0000000"
"6218","down",FALSE,0.481956954167541,75,366,6,0.0163934426229508,0.08,"WP:WP5055","WP","Burn wound healing",8286,615,"WP:000000"
"6219","down",FALSE,0.481956954167541,42,366,4,0.0109289617486339,0.0952380952380952,"WP:WP314","WP","Fas ligand pathway and stress induction of heat shock proteins",8286,198,"WP:000000"
"6220","down",FALSE,0.484356902599251,27,366,3,0.00819672131147541,0.111111111111111,"WP:WP3613","WP","Photodynamic therapy induced unfolded protein response",8286,232,"WP:000000"
"5585","down",FALSE,0.4876485350338,8,451,1,0.00221729490022173,0.125,"REAC:R-HSA-6787450","REAC","tRNA modification in the mitochondrion",10842,2663,"REAC:R-HSA-72306"
"5586","down",FALSE,0.4876485350338,8,451,1,0.00221729490022173,0.125,"REAC:R-HSA-9726840","REAC","SHOC2 M1731 mutant abolishes MRAS complex function",10842,2074,"REAC:R-HSA-9660537"
"5587","down",FALSE,0.4876485350338,8,451,1,0.00221729490022173,0.125,"REAC:R-HSA-416550","REAC","Sema4D mediated inhibition of cell attachment and migration",10842,2124,"REAC:R-HSA-400685"
"5588","down",FALSE,0.4876485350338,8,451,1,0.00221729490022173,0.125,"REAC:R-HSA-450520","REAC","HuR (ELAVL1) binds and stabilizes mRNA",10842,1099,"REAC:R-HSA-450531"
"5589","down",FALSE,0.4876485350338,8,451,1,0.00221729490022173,0.125,"REAC:R-HSA-2046105","REAC","Linoleic acid (LA) metabolism",10842,1281,"REAC:R-HSA-2046104"
"5590","down",FALSE,0.4876485350338,194,451,10,0.0221729490022173,0.0515463917525773,"REAC:R-HSA-2559583","REAC","Cellular Senescence",10842,324,"REAC:R-HSA-2262752"
"5591","down",FALSE,0.4876485350338,8,451,1,0.00221729490022173,0.125,"REAC:R-HSA-9010642","REAC","ROBO receptors bind AKAP5",10842,1857,"REAC:R-HSA-376176"
"5592","down",FALSE,0.4876485350338,8,451,1,0.00221729490022173,0.125,"REAC:R-HSA-9715370","REAC","Miro GTPase Cycle",10842,1409,"REAC:R-HSA-9716542"
